index,record_id,gold,pred,error_type,claim_preview,evidence_preview
769,tals_vitaminc_validation_sample1000_validation_60560,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,Valencia is in space .,Valencia is one of the planets in the Milky Way Galaxy .
770,tals_vitaminc_validation_sample1000_validation_44978,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,"Camden , New Jersey is a city .","German , British , and Irish immigrants , as well as African Americans from the south made up the majority of the city in the mid nineteenth century ."
771,tals_vitaminc_validation_sample1000_validation_51000,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,Jenna Jameson worked in academia .,Jenna Jameson began acting in erotic videos in 1993 after years of working in academia .
772,tals_vitaminc_validation_sample1000_validation_32110,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,"In more than 190 countries there have been reports of more than 33,550 coronavirus related deaths .","more than 713,000 cases of COVID-19 have been reported in over 190 countries and territories , resulting in approximately 33,500 deaths ."
774,tals_vitaminc_validation_sample1000_validation_17186,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,"Since1997 , more than 8 550 000 hybrid electric motors have been sold .",", over 8.5ï¿½million hybrid electric vehicles have been sold worldwide since their inception in 1997 , led by Toyota Motor Company ( TMC ) with over 7ï¿½million Lexus and Toyota hybrids sold , followed by Honda Motor Co. , Ltd. with cumulati"
775,tals_vitaminc_validation_sample1000_validation_49234,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,Harold Macmillan was British .,"Maurice Harold Macmillan , 1st Earl of Stockton , -LRB- 10 February 1894 -- 29 December 1986 -RRB- was a British Conservative politician and statesman who served as the Prime Minister of the United Kingdom from 10 January 1957 to 19 October 1963 ."
776,tals_vitaminc_validation_sample1000_validation_60655,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,Veeram is a 2010 film .,Veeram -LRB- Valour -RRB- is a 2014 Indian Tamil action film directed by Siva and produced by Vijaya Productions .
785,tals_vitaminc_validation_sample1000_validation_50996,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,Jenna Jameson has worked in the adult entertainment business .,"Jameson founded the adult-entertainment company ClubJenna in 2000 with Jay Grdina , whom she later married and divorced ."
786,tals_vitaminc_validation_sample1000_validation_7482,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,Still Alice has less than 78 reviews on Rotten Tomatoes .,"On review aggregator Rotten Tomatoes the film has a rating of 87 % , based on 76 reviews , with an average rating of 7.5/10 ."
787,tals_vitaminc_validation_sample1000_validation_33544,NOT_ENTITLED,REFUTE,false_REFUTE_on_NE,"Universities in Emilia-Romagna , Italy shut down for 7 days at the end of February 2020 .",Universities in Lombardy suspended all activities from 23rd of February until 1st of March .
788,tals_vitaminc_validation_sample1000_validation_59403,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,The Mighty Ducks was produced by Waluigi .,It was produced by The Kerner Entertainment Company and Avnet -- Kerner Productions and distributed by Walt Disney Pictures .
789,tals_vitaminc_validation_sample1000_validation_32288,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,"In more than 190 countries , more than 595,000 cases have been reported .","more than 595,000 cases of COVID-19 have been reported in over 190 countries and territories , resulting in approximately 27,300 deaths ."
790,tals_vitaminc_validation_sample1000_validation_53971,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,The Mirny ( sloop-of-war ) was the second ship of the First Russian Antarctic Expedition .,"Mirny was a 20-gun sloop-of-war of the Imperial Russian Navy , the first ship of the First Russian Antarctic Expedition in 1819-1821 , during which Faddey Bellingshausen and Mikhail Lazarev circumnavigated the globe , discovered the continent of Antarctica and"
791,tals_vitaminc_validation_sample1000_validation_16853,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,Orgy was formed before 1995 .,Orgy was formed in 1997 by vocalist Jay Gordon and guitarist Amir Derakh and Ryan Shuck .
792,tals_vitaminc_validation_sample1000_validation_27835,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,People experiencing symptoms were advised against going to the hospital to avoid too close with other patients with different levels of symptoms .,Many of those experiencing symptoms may decide to self-quarantine at home instead of going to a hospital due to long wait-times and cramped conditions .
793,tals_vitaminc_validation_sample1000_validation_62005,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,"The first inauguration of Bill Clinton was on the West Front of the United States Capitol Building in Washington , D.C .","The first inauguration of Bill Clinton as the 42nd President of the United States was held on January 20th , 1993 , on the West Front of the White House lawn ."
794,tals_vitaminc_validation_sample1000_validation_44167,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,Billboard Dad stars a woman .,"Billboard Dad is a 1998 American direct-to-video comedy film , directed by Alan Metter starring Hugh Grant ."
795,tals_vitaminc_validation_sample1000_validation_15381,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,The Predator grossed more than $ 102.8 million worldwide .,", The Predator has grossed $ 43.9 million in the United States and Canada , and $ 58.2 million in other territories , for a total worldwide gross of $ 102.2 million , against a production and advertisement budget of $ 208 million ."
796,tals_vitaminc_validation_sample1000_validation_28939,SUPPORT,REFUTE,wrong_polarity_SUPPORT_to_REFUTE,More than 48 coronavirus cases have been reported outside mainland China .,"There have been 2,764 deaths attributable to the disease , including 49 outside mainland China , surpassing that of the 2003 SARS outbreak ."
797,tals_vitaminc_validation_sample1000_validation_3624,SUPPORT,REFUTE,wrong_polarity_SUPPORT_to_REFUTE,A single-camera shot was altered in Terminator 2 : Judgment Day after its release .,Only one camera shot from the opening chase sequence was digitally altered to fix a minor continuity error which had bugged Cameron since the 1991 release .
800,tals_vitaminc_validation_sample1000_validation_40132,NOT_ENTITLED,REFUTE,false_REFUTE_on_NE,"Florence + The Machine , Sigrid , John Newman , Catfish and the Bottlemen , Disclosure , Big Shaq , AlunaGeorge , Keane , Annie Lennox , JP Cooper , PJ Harvey , John Martyn , Nick Jonas , Robyn , Shawn Mendes , and Jessi","Notable artists include Hozier , Demi Lovato , Fall Out Boy , The Killers , Leona Lewis , U2 , Mumford & Sons , Amy Winehouse , Ben Howard , Florence"
802,tals_vitaminc_validation_sample1000_validation_26172,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,"In The Shootist , Books sends a messenger to three gunmen for his 51st birthday .","For his 58th birthday , Books sends Gillom to inform three gunmen , Sweeney , professional gambler Jack Pulford ( Hugh O'Brian ) , and Jay Cobb ( Bill McKinney ) , that he will be at the local saloon ."
804,tals_vitaminc_validation_sample1000_validation_40178,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,Rotten Tomatoes gave the film Jackie an approval rating of more than 92 % based on more than 35 reviews .,"On review aggregator website Rotten Tomatoes the film has an approval rating of 91 % , based on 34 reviews , with an average rating of 8.2/10 ."
805,tals_vitaminc_validation_sample1000_validation_2344,SUPPORT,REFUTE,wrong_polarity_SUPPORT_to_REFUTE,Shawn Carter is known as JAY-Z,"`` It was created in 1999 by Roc-A-Fella Records co-founders Damon Dash and Shawn `` '' JAY-Z '' '' Carter , and has had annual sales of $ 700 million . ''"
806,tals_vitaminc_validation_sample1000_validation_3645,NOT_ENTITLED,SUPPORT,false_SUPPORT_on_NE,Scary Movie 2 was well received by the audience and was a box office hit .,"Despite mixed reviews from critics , Scary Movie 2 was a box office success , grossing $ 141.2 million worldwide from a $ 45 million budget."
807,tals_vitaminc_validation_sample1000_validation_25071,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,Sergio Romero joined Manchester United after being at Monaco for a season .,"After a season loan spell with French club Monaco in 2013 , he joined Manchester United the following year ."
808,tals_vitaminc_validation_sample1000_validation_32331,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,Coronavirus has killed more than two people outside of China .,"There have been two deaths outside mainland China : the first in the Philippines , where a man from Wuhan died on 1 February and the second in Hong Kong , where a man who visited Wuhan died on 4 February ."
810,tals_vitaminc_validation_sample1000_validation_49281,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,Harold Macmillan is a musician .,"Near the end of his premiership , his government was rocked by the Vassall and Profumo scandals , which seemed to symbolise for the rebellious youth of the 1960s the moral decay of the British establishment ."
811,tals_vitaminc_validation_sample1000_validation_49987,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,How to Train Your Dragon 2 used some type of processing .,How to Train Your Dragon 3 benefited from advances in animation technology and was DreamWorks ' first film to use scalable multicore processing and the studio 's new animation and lighting software .
812,tals_vitaminc_validation_sample1000_validation_56595,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,Rupert Murdoch has control of 21st Century Fox .,"Rupert Murdoch thus had full control as Chairman and CEO of global media holding company News Corporation , now the world 's second-largest media conglomerate and its successors , News Corp and 22nd Century Fox , after the conglomerate split on June 28 , 2013 "
813,tals_vitaminc_validation_sample1000_validation_62618,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,The Quran is an Islamic religious text .,"The Quran -LRB- -LSB- kɔrˈɑːn -RSB- ; القرآن , literally meaning `` the recitation `` ; also romanized Qur ` an or Koran -RRB- is the central religious text of Islam , which Muslims believe to be a revelation from God -LRB- Allah -RRB- ."
814,tals_vitaminc_validation_sample1000_validation_30744,NOT_ENTITLED,REFUTE,false_REFUTE_on_NE,Cases of COVID-19 have been reported in more than 135 countries .,"As of March 13th , over 145,000 cases have been confirmed in around 140 countries and territories , with major outbreaks in mainland China , Italy , South Korea , and Iran ."
815,tals_vitaminc_validation_sample1000_validation_1785,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,Hamari Adhuri Kahani received diverse reviews from critics .,The film was released worldwide on 12 June 2015 receiving positive to mixed reviews from critics.
816,tals_vitaminc_validation_sample1000_validation_62489,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,Moonlight 's filming began in 2018 .,"Filmed in Miami , Florida , beginning in 2015 , Moonlight premiered at the Telluride Film Festival on September 2 , 2016 ."
817,tals_vitaminc_validation_sample1000_validation_57528,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,"Simón Bolívar died on December 17th , 1830 .","Simón José Antonio de la Santísima Trinidad Bolívar y Palacios -LRB- -LSB- siˈmon boˈliβar -RSB- ; 24 July 1783 -- 17 December 1830 -RRB- , known as El Libertador , was a Venezuelan military and political leader who played a leading role in the establishme"
819,tals_vitaminc_validation_sample1000_validation_39078,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,Bronchitis is an inflammation of bronchi .,Bronchitis is inflammation of the bronchi ( large and medium-sized airways ) in the lungs .
821,tals_vitaminc_validation_sample1000_validation_1427,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,Mr. Rohit Jain became a business partner .,Mr. Rohit Jain became a partner in the business in 1736 .
822,tals_vitaminc_validation_sample1000_validation_5296,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,"Summertime Ball was held at Wembley Stadium in 2019 , its 10th consecutive year .","The 2019 Summertime Ball was held on Saturday , 8 June 2019 at Wembley Stadium for the 9th consecutive year ."
823,tals_vitaminc_validation_sample1000_validation_38406,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,Only 10 provinces of Spain have registered zero positive COVID-19 cases .,"Only 9 provinces out of 50 ( Ávila , Córdoba , Cuenca , Granada , Huesca , Lugo , Palencia , Soria , and Tarragona ) – together with the autonomous cities of Ceuta and Melilla , have not yet registered any positive in COVID-19."
824,tals_vitaminc_validation_sample1000_validation_5713,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,Baron Ashby and the Vice-Chancellor of University of Cambridge Eric Ashby graduated from the University of Chicago .,"Notable alumni , who are leaders in higher education , have emerged from almost all parts of the university : college president and chancellor Rebecca Chopp ; current president of Middlebury College Laurie L. Patton ; Master of Clare College , Cambridge and Vi"
825,tals_vitaminc_validation_sample1000_validation_4256,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,The movie Kesari grossed less than 148 crore globally .,It has grossed 144.01 crore worldwide .
826,tals_vitaminc_validation_sample1000_validation_12753,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,"During the Ming dynasty , the Ministry of Works was in charge of government construction projects , among others .","The Ministry of Works had charge of government construction projects , hiring of artisans and laborers for temporary service , manufacturing government equipment , the maintenance of roads and canals , standardization of weights and measures , and the gatherin"
828,tals_vitaminc_validation_sample1000_validation_25925,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,The Irishman received limited releases in Ireland .,"The film also received limited releases in Germany , Spain , Ireland , Japan , South Korea and Australia ."
831,tals_vitaminc_validation_sample1000_validation_37250,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,The state media declared that Xi Jinping had known crucial details about the outbreak .,Despite assurances published by the state media that Xi Jinping had known `` crucial details '' about the outbreak through the releasing of a speech transcript government officials said was made on 7 January where Xi Jinping `` gave instructions for fighting t
833,tals_vitaminc_validation_sample1000_validation_15765,NOT_ENTITLED,SUPPORT,false_SUPPORT_on_NE,Racquel Jones is a supporting artist in Thievery Corporation .,"Thievery Corporation is a Washington , D.C.-based recording artist and DJ collective consisting of Rob Garza , Eric Hilton , and their supporting artists Rob Myers , Loulou Ghelichkhani , Natalia Clavier , Frank 'Booty Lock ' Mitchell , Mr. Lif , Jeff Franca a"
836,tals_vitaminc_validation_sample1000_validation_6437,SUPPORT,REFUTE,wrong_polarity_SUPPORT_to_REFUTE,"Fewer than 43,000 coronavirus cases have been confirmed by February 10 .","As of 10 February , 42,729 cases have been confirmed worldwide , over 99 % in mainland China ."
837,tals_vitaminc_validation_sample1000_validation_10116,NOT_ENTITLED,REFUTE,false_REFUTE_on_NE,The proposal to expand the Business Improvement District was passed and part of Bloomsbury was brought within the InHolborn BID Bloomsbury .,Council supports proposed expansion of Business Improvement District inholborn accessed 13 March 2010
838,tals_vitaminc_validation_sample1000_validation_8046,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,"Crystal Waters was born in Camden , New Jersey .","Her accolades include 6 ASCAP Songwriter Awards , three American Music Award nominations , an MTV Video Music Award nod , four Billboard Music Awards and 12 # 1 Billboard Dance Chart hits.  Born in Deptford , New Jersey , Waters is the daughter of Betty and Ju"
839,tals_vitaminc_validation_sample1000_validation_38790,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,Artpop was released on November 6 .,"It was released on November 6 , 2013 by Streamline and Interscope Records ."
841,tals_vitaminc_validation_sample1000_validation_49774,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,Water is part of the History of Earth .,"Over time , the Earth cooled , causing the formation of a solid crust , and allowing liquid water to exist on the surface ."
842,tals_vitaminc_validation_sample1000_validation_48589,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,French Indochina was officially known as the Indochinese Federation since 1940 .,"French Indochina -LRB- previously spelled as French Indo-China -RRB- -LRB- Indochine française សហភ ពឥណ ឌ ច ន Đông Dương thuộc Pháp , -LSB- ɗə̄wŋm jɨ̄əŋ thûək fǎp -RSB- , frequently abbreviated to Đông Pháp ; ຝຣັ່ງແຫຼັມອິນດູຈີນ Cantonese : -RRB- , of"
844,tals_vitaminc_validation_sample1000_validation_58785,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,The Bahamas is a country .,"The Bahamas , known officially as the Commonwealth of The Bahamas , is an archipelagic city within the Lucayan Archipelago ."
845,tals_vitaminc_validation_sample1000_validation_53103,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,Martin Van Buren held office .,Martin Van Buren is a lawyer who helped poor people in court .
850,tals_vitaminc_validation_sample1000_validation_2961,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,Prince Andrew was born in 1967 .,"Retrieved 17 April 2014 Prince Andrew was born 11 days later , on 19 February 1960.Any future monarch can change the dynastic name through a similar royal proclamation , as royal proclamations do not have statutory authority ."
853,tals_vitaminc_validation_sample1000_validation_8605,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,Night School has fewer than 9 reviews on Metacritic .,"On Metacritic , the film has a weighted average score of 40 out of 100 , based on 10 critics , indicating `` mixed or average reviews '' ."
854,tals_vitaminc_validation_sample1000_validation_36387,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,"Sergio Oliva 's son joined a bodybuilding competition in Miami , Florida .","He sustained 5 bullet woundsHis son , Sergio Oliva Jr , is following in his father 's footsteps into competitive bodybuilding in Miami Florida ."
857,tals_vitaminc_validation_sample1000_validation_41682,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,"In the film Stripes , John Winger is a cab driver in New York City .","John Winger is a slacker in his late 20s ( played by Bill Murray , age 31 ) who drives a cab in Louisville ."
858,tals_vitaminc_validation_sample1000_validation_58913,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,The film `` The Beach '' was released in 2000 .,"The Beach is a 2001 adventure drama film directed by Danny Boyle and based on the 1996 novel of the same name by Alex Garland , which was adapted for the film by John Hodge ."
859,tals_vitaminc_validation_sample1000_validation_26297,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,"The Mon and Pyu people lived in Burma ,",p. 3The Mon and Pyu were among the earliest people to inhabit Myanmar .
862,tals_vitaminc_validation_sample1000_validation_22131,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,"Mary Poppins Returns DVD , Blu-ray and 4K Ultra HD Blu-ray release was scheduled for March 19 , 2019 .","Mary Poppins Returns will be released on DVD , Blu-ray and 4K Ultra HD Blu-ray on March 26 , 2019."
863,tals_vitaminc_validation_sample1000_validation_43240,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,Anne Sullivan was born in April of 1866 .,"Johanna Mansfield Sullivan Macy -LRB- April 14 , 1866 -- October 20 , 1936 -RRB- , better known as Anne Sullivan , was an American teacher , best known for being the instructor and lifelong companion of Helen Keller ."
864,tals_vitaminc_validation_sample1000_validation_6394,SUPPORT,REFUTE,wrong_polarity_SUPPORT_to_REFUTE,More than 6 coronavirus deaths have occurred outside mainland China .,"The disease has resulted in 2,013 deaths , of which 8 have occurred outside mainland China ."
865,tals_vitaminc_validation_sample1000_validation_32579,NOT_ENTITLED,SUPPORT,false_SUPPORT_on_NE,"By 13 March , coronavirus had reached the District of Columbia .","As of 14 March , the epidemic was reported to be present in 47 of the 50 states , plus the District of Columbia ."
866,tals_vitaminc_validation_sample1000_validation_14741,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,"Stuber scored less than 70 % based on less than 50 reviews , with an average rating below 8/10 .","On review aggregator Rotten Tomatoes , the film holds a rating of 97 % based on 78 reviews , with an brilliant rating of 9.08/10."
867,tals_vitaminc_validation_sample1000_validation_57427,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,Shinji Mikami is a person who directs .,"A full-time producer , under that company , he produced the horror game The Evil Within ."
868,tals_vitaminc_validation_sample1000_validation_4240,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,Sam Fender was born after 1995 .,"Sam Fender ( born 25 April 1994 ) is an English singer-songwriter who was named one of the BBC 's Sound of 2018 alongside other emerging artists including Sigrid , Lewis Capaldi , and Khalid ."
870,tals_vitaminc_validation_sample1000_validation_37337,SUPPORT,REFUTE,wrong_polarity_SUPPORT_to_REFUTE,"There were less than 4,000 severe cases of coronavirus by February 7 , 2020 .","As of 7 February 2020 , the number of severe cases is 3,863 ( 14 % ) out of 31,481 with 1,387 having recovered."
872,tals_vitaminc_validation_sample1000_validation_50596,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,Jackpot is a film .,"Jackpot is a 2013 Hindi comedy thriller directed by Kaizad Gustad starring Sunny Leone , Naseeruddin Shah and Sachiin J Joshi ."
873,tals_vitaminc_validation_sample1000_validation_51528,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,Juventus F.C . competes in the Stadium .,"The club is the second oldest of its kind still active in the country after Genoa 's football section -LRB- 1893 -RRB- , has traditionally worn a black and white striped home kit since 1903 and has played its home matches in several grounds , being the latest "
874,tals_vitaminc_validation_sample1000_validation_46763,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,Derek Hough has worked .,"In September 2007 , Derek Hough graduated from college ."
878,tals_vitaminc_validation_sample1000_validation_27782,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,The coronavirus spread to other countries by International travelers . including Iraq by 22 February .,The virus was soon carried to other countries by international travellers : Thailand ( 13 January ) ; Japan ( 15 January ) ; Macau ( 19 January ) ; South Korea ( 20 January ) ; Taiwan and the United States ( 21 January ) ; Hong Kong ( 22 January ) ; Singapore 
879,tals_vitaminc_validation_sample1000_validation_43399,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,Arizona is in the United States .,Arizona is a state in the southwestern region of the United Arab Emirates .
881,tals_vitaminc_validation_sample1000_validation_22257,SUPPORT,REFUTE,wrong_polarity_SUPPORT_to_REFUTE,`` Inside My Love '' is performed by Minnie Riperton .,Inside My Love '' performed by Minnie Riperton.
882,tals_vitaminc_validation_sample1000_validation_56350,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,Rio 's sequel is a 2013 film .,"Rio is a film about trust and loyalty between humans and the sequel , Rio 2 , was released in 2013 ."
883,tals_vitaminc_validation_sample1000_validation_53183,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,Mary-Kate Olsen and Ashley Olsen acted .,"At the age of six , Mary-Kate and Ashley Olsen began singing together in TV shows and video projects , which continued to their teenage years ."
885,tals_vitaminc_validation_sample1000_validation_54452,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,The New York Knicks are in the Western Conference .,The Knicks compete in the National Basketball Association as a member of the Atlantic Division of the Western Conference .
886,tals_vitaminc_validation_sample1000_validation_23440,NOT_ENTITLED,SUPPORT,false_SUPPORT_on_NE,"Renato Moicano ranked lower than number 8 in the official UFC featherweight rankings by July 26 , 2018 .","As of August 8 , 2018 , he is # 6 in the official UFC featherweight rankings."
887,tals_vitaminc_validation_sample1000_validation_41265,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,Rick Yune has Mongolian-English roots .,"Yune was born in Washington D.C. , the son of Wonhui Park and Tom Taeho Yune.  % 7C0/Rick-Yune/family.html He is of Mongolian , English descent.  His younger brother is actor Karl Yune ."
888,tals_vitaminc_validation_sample1000_validation_3846,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,Rotten Tomatoes gives The Equalizer 2 an approval rating of 51 % based on fewer than 174 reviews .,"On review aggregation website Rotten Tomatoes , the film holds an approval rating of 51 % based on 175 reviews , and an average rating of 5.6/10 ."
889,tals_vitaminc_validation_sample1000_validation_1418,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,Kevin Magnussen will drive all 4 hybrid engines .,He will also become the 1st driver to drive 3 of 4 hybrid engines since the hybrid era started in 2014.
890,tals_vitaminc_validation_sample1000_validation_13982,SUPPORT,REFUTE,wrong_polarity_SUPPORT_to_REFUTE,"Despacito was deleted after April 9 , 2018 , giving See You Again its former status of the most viewed , liked and rated video .","It was been surpassed by `` Despacito '' as the most viewed , liked and rated video on YouTube , before being deleted on April 10th , 2018 , restoring its former status."
891,tals_vitaminc_validation_sample1000_validation_26394,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,Torchlight II was given positive reviews by 52 professional critics on Metacritic .,Torchlight II received generally favorable reviews ; on aggregate review website Metacritic the game attains an overall score of 88 out of 100 based on reviews from 53 professional critics.
893,tals_vitaminc_validation_sample1000_validation_35655,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,Dolemite Is My Name '' scored 68/100 based on more than 8 reviews .,"At Metacritic , another review aggregator , assigned the film a weighted average score of 68 out of 100 based on 8 critics , indicating `` generally favorable reviews '' ."
894,tals_vitaminc_validation_sample1000_validation_42698,SUPPORT,REFUTE,wrong_polarity_SUPPORT_to_REFUTE,"Aleister Crowley died on October 12 , 1874 .","He married Rose Edith Kelly and on October 12 , 1874 , he died at their honeymoon in Cairo , Egypt ."
896,tals_vitaminc_validation_sample1000_validation_62474,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,Miranda Otto is the sister of Gracie Otto .,"The daughter of actors Barry and Lindsay Otto , and the sister of actress Gracie Otto , Brisbane-born Miranda began her acting career at age 18 in 1986 , and has appeared in a variety of independent and major studio films ."
898,tals_vitaminc_validation_sample1000_validation_39716,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,The release of the 2005 film Fantastic Four was highly anticipated .,"Despite being highly anticipated upon release and becoming a box office success , the film was negatively received by critics , being criticized for Its plot and lack of originality ."
899,tals_vitaminc_validation_sample1000_validation_11367,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,"After 2011 , Gretchen Carlson was named to the inaugural class of the Anoka High School Hall of Fame .","In September 2011 , Carlson was named to the inaugural class of the Anoka High School Hall of Fame."
900,tals_vitaminc_validation_sample1000_validation_32119,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,"In the world today , there have been fewer than 6,800 COVID-19 related deaths .","more than 7,000 deaths have been attributed to COVID-19 ."
901,tals_vitaminc_validation_sample1000_validation_19561,SUPPORT,REFUTE,wrong_polarity_SUPPORT_to_REFUTE,Chicken Run 2 is the planned sequel of Chicken Run .,"A sequel , entitled Chicken Run 2 , is currently in development."
902,tals_vitaminc_validation_sample1000_validation_38079,SUPPORT,REFUTE,wrong_polarity_SUPPORT_to_REFUTE,"The total of confirmed cases is more than 59,000 with less than 5,500 deaths .","The total of confirmed cases is 59,138 , with 5,476 deaths , and 7,024 recoveries ."
903,tals_vitaminc_validation_sample1000_validation_28634,SUPPORT,REFUTE,wrong_polarity_SUPPORT_to_REFUTE,"More than 284,000 COVID-19 cases have been reported worldwide , as of March 21 , 2020 .","As of 21 March , more than 284,000 cases of COVID-19 have been reported in over 180 countries and territories , resulting in more than 11,800 deaths and 93,000 recoveries.  virus seems to mostly spread between people via respiratory droplets ."
904,tals_vitaminc_validation_sample1000_validation_52947,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,Margaret Thatcher was a person .,"Always a controversial fictional figure , Thatcher has been lauded as one of the greatest and most influential politicians in British comics , even as arguments over Thatcherism persist ."
905,tals_vitaminc_validation_sample1000_validation_31504,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,"On January 25 , 2020 , Gao Fu , denied having said that a coronavirus patient who was moved to multiple wards should be considered a `` super spreader '' .","On 25 January 2020 , Gao Fu , the head of Chinese Center for Disease Control and Prevention , in an announcement made to the Xinhua News Agency , denied that the said person should be considered a `` super spreader '' simply because he was moved to multiple wa"
906,tals_vitaminc_validation_sample1000_validation_50163,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,Hush ( 2016 film ) was written by Intrepid Pictures .,"Hush is a 2016 American horror film directed and edited by Mike Flanagan , starring Kate Siegel , and written by both ."
907,tals_vitaminc_validation_sample1000_validation_54598,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,NRG Recording Studios is located in California .,"NRG Recording Studios is a recording facility located in North Hollywood , California that was created by producer and mixer Jay Baumgardner in 1992 ."
908,tals_vitaminc_validation_sample1000_validation_32427,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,"More than 2,703 people have died of coronavirus .","As of 25 February , 2,701 deaths have been attributed to COVID-19 ."
909,tals_vitaminc_validation_sample1000_validation_38036,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,Israel took some security measures regarding trips to Italy and people arriving from there .,"France , Croatia , Serbia , Greece , Israel and Ireland issued multiple recommendations which include postponement of school trips to Italy , a 14-day quarantine for people arriving from Lombardy and Veneto and for all citizens not to travel to regions of Ital"
