pair_id,canonical_none_row_id,paraphrase_row_id,polarity_flip_row_id,canonical_final_label,paraphrase_final_label,polarity_flip_final_label,canonical_claim,paraphrase_claim,polarity_flip_claim,canonical_evidence,paraphrase_evidence,polarity_flip_evidence,canonical_grammar_status,paraphrase_grammar_status,polarity_flip_grammar_status,canonical_reason_codes,paraphrase_reason_codes,polarity_flip_reason_codes,canonical_claim_text_diff_summary,paraphrase_claim_text_diff_summary,polarity_flip_claim_text_diff_summary,canonical_evidence_text_diff_summary,paraphrase_evidence_text_diff_summary,polarity_flip_evidence_text_diff_summary,automatic_root_cause_class,automatic_evidence,human_canonical_semantics,human_paraphrase_semantics,human_polarity_flip_semantics,human_grammar_validity,human_authority_decision,human_notes
generated_fact_234,generated_fact_234__none,generated_fact_234__paraphrase,generated_fact_234__polarity_flip,REFUTE,REFUTE,SUPPORT,"Coordinator Lucia Romano, the technical adviser, approved the Meridian initiative 234 in Delta Bay during November.","Coordinator Lucia Romano, the technical adviser, approved the Meridian initiative 234 in Delta Bay during November.","Coordinator Lucia Romano, the technical adviser, approved the Meridian initiative 234 in Delta Bay during November.","Coordinator Lucia Romano, the technical adviser, did not approved the Meridian initiative 234 in Delta Bay during November.","During November in Delta Bay, Coordinator Lucia Romano acting as technical adviser did not approved the Meridian initiative 234.","Coordinator Lucia Romano, the technical adviser, approved the Meridian initiative 234 in Delta Bay during November.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
generated_fact_235,generated_fact_235__none,generated_fact_235__paraphrase,generated_fact_235__polarity_flip,REFUTE,REFUTE,SUPPORT,"Director Avery Stone, the program director, launched the Meridian initiative 235 in Elm Valley during January.","Director Avery Stone, the program director, launched the Meridian initiative 235 in Elm Valley during January.","Director Avery Stone, the program director, launched the Meridian initiative 235 in Elm Valley during January.","Director Avery Stone, the program director, did not launched the Meridian initiative 235 in Elm Valley during January.","During January in Elm Valley, Director Avery Stone acting as program director did not launched the Meridian initiative 235.","Director Avery Stone, the program director, launched the Meridian initiative 235 in Elm Valley during January.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
generated_fact_236,generated_fact_236__none,generated_fact_236__paraphrase,generated_fact_236__polarity_flip,REFUTE,REFUTE,SUPPORT,"Dr Bianca Flores, the research lead, restored the Meridian initiative 236 in Falcon Ridge during March.","Dr Bianca Flores, the research lead, restored the Meridian initiative 236 in Falcon Ridge during March.","Dr Bianca Flores, the research lead, restored the Meridian initiative 236 in Falcon Ridge during March.","Dr Bianca Flores, the research lead, did not restored the Meridian initiative 236 in Falcon Ridge during March.","During March in Falcon Ridge, Dr Bianca Flores acting as research lead did not restored the Meridian initiative 236.","Dr Bianca Flores, the research lead, restored the Meridian initiative 236 in Falcon Ridge during March.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
generated_fact_237,generated_fact_237__none,generated_fact_237__paraphrase,generated_fact_237__polarity_flip,REFUTE,REFUTE,SUPPORT,"Professor Chidi Eze, the regional coordinator, published the Meridian initiative 237 in Granite Coast during May.","Professor Chidi Eze, the regional coordinator, published the Meridian initiative 237 in Granite Coast during May.","Professor Chidi Eze, the regional coordinator, published the Meridian initiative 237 in Granite Coast during May.","Professor Chidi Eze, the regional coordinator, did not published the Meridian initiative 237 in Granite Coast during May.","During May in Granite Coast, Professor Chidi Eze acting as regional coordinator did not published the Meridian initiative 237.","Professor Chidi Eze, the regional coordinator, published the Meridian initiative 237 in Granite Coast during May.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
generated_fact_239,generated_fact_239__none,generated_fact_239__paraphrase,generated_fact_239__polarity_flip,REFUTE,REFUTE,SUPPORT,"Engineer Ethan Brooks, the project curator, opened the Meridian initiative 239 in Aurora City during September.","Engineer Ethan Brooks, the project curator, opened the Meridian initiative 239 in Aurora City during September.","Engineer Ethan Brooks, the project curator, opened the Meridian initiative 239 in Aurora City during September.","Engineer Ethan Brooks, the project curator, did not opened the Meridian initiative 239 in Aurora City during September.","During September in Aurora City, Engineer Ethan Brooks acting as project curator did not opened the Meridian initiative 239.","Engineer Ethan Brooks, the project curator, opened the Meridian initiative 239 in Aurora City during September.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
generated_fact_242,generated_fact_242__none,generated_fact_242__paraphrase,generated_fact_242__polarity_flip,REFUTE,REFUTE,SUPPORT,"Dr Helena Wu, the research lead, launched the Meridian initiative 242 in Delta Bay during March.","Dr Helena Wu, the research lead, launched the Meridian initiative 242 in Delta Bay during March.","Dr Helena Wu, the research lead, launched the Meridian initiative 242 in Delta Bay during March.","Dr Helena Wu, the research lead, did not launched the Meridian initiative 242 in Delta Bay during March.","During March in Delta Bay, Dr Helena Wu acting as research lead did not launched the Meridian initiative 242.","Dr Helena Wu, the research lead, launched the Meridian initiative 242 in Delta Bay during March.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
generated_fact_243,generated_fact_243__none,generated_fact_243__paraphrase,generated_fact_243__polarity_flip,REFUTE,REFUTE,SUPPORT,"Professor Ismail Kaya, the regional coordinator, restored the Meridian initiative 243 in Elm Valley during May.","Professor Ismail Kaya, the regional coordinator, restored the Meridian initiative 243 in Elm Valley during May.","Professor Ismail Kaya, the regional coordinator, restored the Meridian initiative 243 in Elm Valley during May.","Professor Ismail Kaya, the regional coordinator, did not restored the Meridian initiative 243 in Elm Valley during May.","During May in Elm Valley, Professor Ismail Kaya acting as regional coordinator did not restored the Meridian initiative 243.","Professor Ismail Kaya, the regional coordinator, restored the Meridian initiative 243 in Elm Valley during May.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
generated_fact_244,generated_fact_244__none,generated_fact_244__paraphrase,generated_fact_244__polarity_flip,REFUTE,REFUTE,SUPPORT,"Minister Julia Novak, the operations chief, published the Meridian initiative 244 in Falcon Ridge during July.","Minister Julia Novak, the operations chief, published the Meridian initiative 244 in Falcon Ridge during July.","Minister Julia Novak, the operations chief, published the Meridian initiative 244 in Falcon Ridge during July.","Minister Julia Novak, the operations chief, did not published the Meridian initiative 244 in Falcon Ridge during July.","During July in Falcon Ridge, Minister Julia Novak acting as operations chief did not published the Meridian initiative 244.","Minister Julia Novak, the operations chief, published the Meridian initiative 244 in Falcon Ridge during July.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
generated_fact_245,generated_fact_245__none,generated_fact_245__paraphrase,generated_fact_245__polarity_flip,REFUTE,REFUTE,SUPPORT,"Engineer Kwame Adu, the project curator, delivered the Meridian initiative 245 in Granite Coast during September.","Engineer Kwame Adu, the project curator, delivered the Meridian initiative 245 in Granite Coast during September.","Engineer Kwame Adu, the project curator, delivered the Meridian initiative 245 in Granite Coast during September.","Engineer Kwame Adu, the project curator, did not delivered the Meridian initiative 245 in Granite Coast during September.","During September in Granite Coast, Engineer Kwame Adu acting as project curator did not delivered the Meridian initiative 245.","Engineer Kwame Adu, the project curator, delivered the Meridian initiative 245 in Granite Coast during September.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
generated_fact_246,generated_fact_246__none,generated_fact_246__paraphrase,generated_fact_246__polarity_flip,REFUTE,REFUTE,SUPPORT,"Coordinator Lucia Romano, the technical adviser, opened the Meridian initiative 246 in Horizon Plains during November.","Coordinator Lucia Romano, the technical adviser, opened the Meridian initiative 246 in Horizon Plains during November.","Coordinator Lucia Romano, the technical adviser, opened the Meridian initiative 246 in Horizon Plains during November.","Coordinator Lucia Romano, the technical adviser, did not opened the Meridian initiative 246 in Horizon Plains during November.","During November in Horizon Plains, Coordinator Lucia Romano acting as technical adviser did not opened the Meridian initiative 246.","Coordinator Lucia Romano, the technical adviser, opened the Meridian initiative 246 in Horizon Plains during November.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
generated_fact_247,generated_fact_247__none,generated_fact_247__paraphrase,generated_fact_247__polarity_flip,REFUTE,REFUTE,SUPPORT,"Director Avery Stone, the program director, selected the Meridian initiative 247 in Aurora City during January.","Director Avery Stone, the program director, selected the Meridian initiative 247 in Aurora City during January.","Director Avery Stone, the program director, selected the Meridian initiative 247 in Aurora City during January.","Director Avery Stone, the program director, did not selected the Meridian initiative 247 in Aurora City during January.","During January in Aurora City, Director Avery Stone acting as program director did not selected the Meridian initiative 247.","Director Avery Stone, the program director, selected the Meridian initiative 247 in Aurora City during January.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
generated_fact_248,generated_fact_248__none,generated_fact_248__paraphrase,generated_fact_248__polarity_flip,REFUTE,REFUTE,SUPPORT,"Dr Bianca Flores, the research lead, approved the Meridian initiative 248 in Beacon Harbor during March.","Dr Bianca Flores, the research lead, approved the Meridian initiative 248 in Beacon Harbor during March.","Dr Bianca Flores, the research lead, approved the Meridian initiative 248 in Beacon Harbor during March.","Dr Bianca Flores, the research lead, did not approved the Meridian initiative 248 in Beacon Harbor during March.","During March in Beacon Harbor, Dr Bianca Flores acting as research lead did not approved the Meridian initiative 248.","Dr Bianca Flores, the research lead, approved the Meridian initiative 248 in Beacon Harbor during March.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
generated_fact_249,generated_fact_249__none,generated_fact_249__paraphrase,generated_fact_249__polarity_flip,REFUTE,REFUTE,SUPPORT,"Professor Chidi Eze, the regional coordinator, launched the Meridian initiative 249 in Cedar Point during May.","Professor Chidi Eze, the regional coordinator, launched the Meridian initiative 249 in Cedar Point during May.","Professor Chidi Eze, the regional coordinator, launched the Meridian initiative 249 in Cedar Point during May.","Professor Chidi Eze, the regional coordinator, did not launched the Meridian initiative 249 in Cedar Point during May.","During May in Cedar Point, Professor Chidi Eze acting as regional coordinator did not launched the Meridian initiative 249.","Professor Chidi Eze, the regional coordinator, launched the Meridian initiative 249 in Cedar Point during May.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
generated_fact_250,generated_fact_250__none,generated_fact_250__paraphrase,generated_fact_250__polarity_flip,REFUTE,REFUTE,SUPPORT,"Minister Daria Volkova, the operations chief, restored the Meridian initiative 250 in Delta Bay during July.","Minister Daria Volkova, the operations chief, restored the Meridian initiative 250 in Delta Bay during July.","Minister Daria Volkova, the operations chief, restored the Meridian initiative 250 in Delta Bay during July.","Minister Daria Volkova, the operations chief, did not restored the Meridian initiative 250 in Delta Bay during July.","During July in Delta Bay, Minister Daria Volkova acting as operations chief did not restored the Meridian initiative 250.","Minister Daria Volkova, the operations chief, restored the Meridian initiative 250 in Delta Bay during July.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
generated_fact_251,generated_fact_251__none,generated_fact_251__paraphrase,generated_fact_251__polarity_flip,REFUTE,REFUTE,SUPPORT,"Engineer Ethan Brooks, the project curator, published the Meridian initiative 251 in Elm Valley during September.","Engineer Ethan Brooks, the project curator, published the Meridian initiative 251 in Elm Valley during September.","Engineer Ethan Brooks, the project curator, published the Meridian initiative 251 in Elm Valley during September.","Engineer Ethan Brooks, the project curator, did not published the Meridian initiative 251 in Elm Valley during September.","During September in Elm Valley, Engineer Ethan Brooks acting as project curator did not published the Meridian initiative 251.","Engineer Ethan Brooks, the project curator, published the Meridian initiative 251 in Elm Valley during September.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
generated_fact_252,generated_fact_252__none,generated_fact_252__paraphrase,generated_fact_252__polarity_flip,REFUTE,REFUTE,SUPPORT,"Coordinator Farah Qureshi, the technical adviser, delivered the Meridian initiative 252 in Falcon Ridge during November.","Coordinator Farah Qureshi, the technical adviser, delivered the Meridian initiative 252 in Falcon Ridge during November.","Coordinator Farah Qureshi, the technical adviser, delivered the Meridian initiative 252 in Falcon Ridge during November.","Coordinator Farah Qureshi, the technical adviser, did not delivered the Meridian initiative 252 in Falcon Ridge during November.","During November in Falcon Ridge, Coordinator Farah Qureshi acting as technical adviser did not delivered the Meridian initiative 252.","Coordinator Farah Qureshi, the technical adviser, delivered the Meridian initiative 252 in Falcon Ridge during November.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
generated_fact_253,generated_fact_253__none,generated_fact_253__paraphrase,generated_fact_253__polarity_flip,REFUTE,REFUTE,SUPPORT,"Director Gabriel Costa, the program director, opened the Meridian initiative 253 in Granite Coast during January.","Director Gabriel Costa, the program director, opened the Meridian initiative 253 in Granite Coast during January.","Director Gabriel Costa, the program director, opened the Meridian initiative 253 in Granite Coast during January.","Director Gabriel Costa, the program director, did not opened the Meridian initiative 253 in Granite Coast during January.","During January in Granite Coast, Director Gabriel Costa acting as program director did not opened the Meridian initiative 253.","Director Gabriel Costa, the program director, opened the Meridian initiative 253 in Granite Coast during January.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
generated_fact_254,generated_fact_254__none,generated_fact_254__paraphrase,generated_fact_254__polarity_flip,REFUTE,REFUTE,SUPPORT,"Dr Helena Wu, the research lead, selected the Meridian initiative 254 in Horizon Plains during March.","Dr Helena Wu, the research lead, selected the Meridian initiative 254 in Horizon Plains during March.","Dr Helena Wu, the research lead, selected the Meridian initiative 254 in Horizon Plains during March.","Dr Helena Wu, the research lead, did not selected the Meridian initiative 254 in Horizon Plains during March.","During March in Horizon Plains, Dr Helena Wu acting as research lead did not selected the Meridian initiative 254.","Dr Helena Wu, the research lead, selected the Meridian initiative 254 in Horizon Plains during March.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
generated_fact_255,generated_fact_255__none,generated_fact_255__paraphrase,generated_fact_255__polarity_flip,REFUTE,REFUTE,SUPPORT,"Professor Ismail Kaya, the regional coordinator, approved the Meridian initiative 255 in Aurora City during May.","Professor Ismail Kaya, the regional coordinator, approved the Meridian initiative 255 in Aurora City during May.","Professor Ismail Kaya, the regional coordinator, approved the Meridian initiative 255 in Aurora City during May.","Professor Ismail Kaya, the regional coordinator, did not approved the Meridian initiative 255 in Aurora City during May.","During May in Aurora City, Professor Ismail Kaya acting as regional coordinator did not approved the Meridian initiative 255.","Professor Ismail Kaya, the regional coordinator, approved the Meridian initiative 255 in Aurora City during May.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
generated_fact_256,generated_fact_256__none,generated_fact_256__paraphrase,generated_fact_256__polarity_flip,REFUTE,REFUTE,SUPPORT,"Minister Julia Novak, the operations chief, launched the Meridian initiative 256 in Beacon Harbor during July.","Minister Julia Novak, the operations chief, launched the Meridian initiative 256 in Beacon Harbor during July.","Minister Julia Novak, the operations chief, launched the Meridian initiative 256 in Beacon Harbor during July.","Minister Julia Novak, the operations chief, did not launched the Meridian initiative 256 in Beacon Harbor during July.","During July in Beacon Harbor, Minister Julia Novak acting as operations chief did not launched the Meridian initiative 256.","Minister Julia Novak, the operations chief, launched the Meridian initiative 256 in Beacon Harbor during July.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
generated_fact_258,generated_fact_258__none,generated_fact_258__paraphrase,generated_fact_258__polarity_flip,REFUTE,REFUTE,SUPPORT,"Coordinator Lucia Romano, the technical adviser, published the Meridian initiative 258 in Delta Bay during November.","Coordinator Lucia Romano, the technical adviser, published the Meridian initiative 258 in Delta Bay during November.","Coordinator Lucia Romano, the technical adviser, published the Meridian initiative 258 in Delta Bay during November.","Coordinator Lucia Romano, the technical adviser, did not published the Meridian initiative 258 in Delta Bay during November.","During November in Delta Bay, Coordinator Lucia Romano acting as technical adviser did not published the Meridian initiative 258.","Coordinator Lucia Romano, the technical adviser, published the Meridian initiative 258 in Delta Bay during November.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
generated_fact_259,generated_fact_259__none,generated_fact_259__paraphrase,generated_fact_259__polarity_flip,REFUTE,REFUTE,SUPPORT,"Director Avery Stone, the program director, delivered the Meridian initiative 259 in Elm Valley during January.","Director Avery Stone, the program director, delivered the Meridian initiative 259 in Elm Valley during January.","Director Avery Stone, the program director, delivered the Meridian initiative 259 in Elm Valley during January.","Director Avery Stone, the program director, did not delivered the Meridian initiative 259 in Elm Valley during January.","During January in Elm Valley, Director Avery Stone acting as program director did not delivered the Meridian initiative 259.","Director Avery Stone, the program director, delivered the Meridian initiative 259 in Elm Valley during January.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
